VARIABLES="X""Y""dispX""dispY""sigmaxx""sigmayy""sigmaxy"
0.1 -0.3 -3.6e-07 -2.22e-07 -720000 0 0
0.2 -0.3 -7.2e-07 -4.02e-07 -720000 0 0
0.3 -0.3 -1.08e-06 -7.02e-07 -720000 0 0
0.4 -0.3 -1.44e-06 -1.122e-06 -720000 0 0
0.5 -0.3 -1.8e-06 -1.662e-06 -720000 0 0
0.6 -0.3 -2.16e-06 -2.322e-06 -720000 0 0
0.7 -0.3 -2.52e-06 -3.102e-06 -720000 0 0
0.8 -0.3 -2.88e-06 -4.002e-06 -720000 0 0
0.9 -0.3 -3.24e-06 -5.022e-06 -720000 0 0
1 -0.3 -3.6e-06 -6.162e-06 -720000 0 0
1.1 -0.3 -3.96e-06 -7.422e-06 -720000 0 0
1.2 -0.3 -4.32e-06 -8.802e-06 -720000 0 0
1.3 -0.3 -4.68e-06 -1.0302e-05 -720000 0 0
1.4 -0.3 -5.04e-06 -1.1922e-05 -720000 0 0
1.5 -0.3 -5.4e-06 -1.3662e-05 -720000 0 0
1.6 -0.3 -5.76e-06 -1.5522e-05 -720000 0 0
1.7 -0.3 -6.12e-06 -1.7502e-05 -720000 0 0
1.8 -0.3 -6.48e-06 -1.9602e-05 -720000 0 0
1.9 -0.3 -6.84e-06 -2.1822e-05 -720000 0 0
2 -0.3 -7.2e-06 -2.4162e-05 -720000 0 0
0 -0.2 -0 -7.2e-08 -480000 0 0
0.1 -0.2 -2.4e-07 -1.32e-07 -480000 0 0
0.2 -0.2 -4.8e-07 -3.12e-07 -480000 0 0
0.3 -0.2 -7.2e-07 -6.12e-07 -480000 0 0
0.4 -0.2 -9.6e-07 -1.032e-06 -480000 0 0
0.5 -0.2 -1.2e-06 -1.572e-06 -480000 0 0
0.6 -0.2 -1.44e-06 -2.232e-06 -480000 0 0
0.7 -0.2 -1.68e-06 -3.012e-06 -480000 0 0
0.8 -0.2 -1.92e-06 -3.912e-06 -480000 0 0
0.9 -0.2 -2.16e-06 -4.932e-06 -480000 0 0
1 -0.2 -2.4e-06 -6.072e-06 -480000 0 0
1.1 -0.2 -2.64e-06 -7.332e-06 -480000 0 0
1.2 -0.2 -2.88e-06 -8.712e-06 -480000 0 0
1.3 -0.2 -3.12e-06 -1.0212e-05 -480000 0 0
1.4 -0.2 -3.36e-06 -1.1832e-05 -480000 0 0
1.5 -0.2 -3.6e-06 -1.3572e-05 -480000 0 0
1.6 -0.2 -3.84e-06 -1.5432e-05 -480000 0 0
1.7 -0.2 -4.08e-06 -1.7412e-05 -480000 0 0
1.8 -0.2 -4.32e-06 -1.9512e-05 -480000 0 0
1.9 -0.2 -4.56e-06 -2.1732e-05 -480000 0 0
2 -0.2 -4.8e-06 -2.4072e-05 -480000 0 0
0 -0.1 -0 -1.8e-08 -240000 0 0
0.1 -0.1 -1.2e-07 -7.8e-08 -240000 0 0
0.2 -0.1 -2.4e-07 -2.58e-07 -240000 0 0
0.3 -0.1 -3.6e-07 -5.58e-07 -240000 0 0
0.4 -0.1 -4.8e-07 -9.78e-07 -240000 0 0
0.5 -0.1 -6e-07 -1.518e-06 -240000 0 0
0.6 -0.1 -7.2e-07 -2.178e-06 -240000 0 0
0.7 -0.1 -8.4e-07 -2.958e-06 -240000 0 0
0.8 -0.1 -9.6e-07 -3.858e-06 -240000 0 0
0.9 -0.1 -1.08e-06 -4.878e-06 -240000 0 0
1 -0.1 -1.2e-06 -6.018e-06 -240000 0 0
1.1 -0.1 -1.32e-06 -7.278e-06 -240000 0 0
1.2 -0.1 -1.44e-06 -8.658e-06 -240000 0 0
1.3 -0.1 -1.56e-06 -1.0158e-05 -240000 0 0
1.4 -0.1 -1.68e-06 -1.1778e-05 -240000 0 0
1.5 -0.1 -1.8e-06 -1.3518e-05 -240000 0 0
1.6 -0.1 -1.92e-06 -1.5378e-05 -240000 0 0
1.7 -0.1 -2.04e-06 -1.7358e-05 -240000 0 0
1.8 -0.1 -2.16e-06 -1.9458e-05 -240000 0 0
1.9 -0.1 -2.28e-06 -2.1678e-05 -240000 0 0
2 -0.1 -2.4e-06 -2.4018e-05 -240000 0 0
0 0 0 -0 0 0 0
0.1 0 0 -6e-08 0 0 0
0.2 0 0 -2.4e-07 0 0 0
0.3 0 0 -5.4e-07 0 0 0
0.4 0 0 -9.6e-07 0 0 0
0.5 0 0 -1.5e-06 0 0 0
0.6 0 0 -2.16e-06 0 0 0
0.7 0 0 -2.94e-06 0 0 0
0.8 0 0 -3.84e-06 0 0 0
0.9 0 0 -4.86e-06 0 0 0
1 0 0 -6e-06 0 0 0
1.1 0 0 -7.26e-06 0 0 0
1.2 0 0 -8.64e-06 0 0 0
1.3 0 0 -1.014e-05 0 0 0
1.4 0 0 -1.176e-05 0 0 0
1.5 0 0 -1.35e-05 0 0 0
1.6 0 0 -1.536e-05 0 0 0
1.7 0 0 -1.734e-05 0 0 0
1.8 0 0 -1.944e-05 0 0 0
1.9 0 0 -2.166e-05 0 0 0
2 0 0 -2.4e-05 0 0 0
0 0.1 0 -1.8e-08 240000 0 0
0.1 0.1 1.2e-07 -7.8e-08 240000 0 0
0.2 0.1 2.4e-07 -2.58e-07 240000 0 0
0.3 0.1 3.6e-07 -5.58e-07 240000 0 0
0.4 0.1 4.8e-07 -9.78e-07 240000 0 0
0.5 0.1 6e-07 -1.518e-06 240000 0 0
0.6 0.1 7.2e-07 -2.178e-06 240000 0 0
0.7 0.1 8.4e-07 -2.958e-06 240000 0 0
0.8 0.1 9.6e-07 -3.858e-06 240000 0 0
0.9 0.1 1.08e-06 -4.878e-06 240000 0 0
1 0.1 1.2e-06 -6.018e-06 240000 0 0
1.1 0.1 1.32e-06 -7.278e-06 240000 0 0
1.2 0.1 1.44e-06 -8.658e-06 240000 0 0
1.3 0.1 1.56e-06 -1.0158e-05 240000 0 0
1.4 0.1 1.68e-06 -1.1778e-05 240000 0 0
1.5 0.1 1.8e-06 -1.3518e-05 240000 0 0
1.6 0.1 1.92e-06 -1.5378e-05 240000 0 0
1.7 0.1 2.04e-06 -1.7358e-05 240000 0 0
1.8 0.1 2.16e-06 -1.9458e-05 240000 0 0
1.9 0.1 2.28e-06 -2.1678e-05 240000 0 0
2 0.1 2.4e-06 -2.4018e-05 240000 0 0
0 0.2 0 -7.2e-08 480000 0 0
0.1 0.2 2.4e-07 -1.32e-07 480000 0 0
0.2 0.2 4.8e-07 -3.12e-07 480000 0 0
0.3 0.2 7.2e-07 -6.12e-07 480000 0 0
0.4 0.2 9.6e-07 -1.032e-06 480000 0 0
0.5 0.2 1.2e-06 -1.572e-06 480000 0 0
0.6 0.2 1.44e-06 -2.232e-06 480000 0 0
0.7 0.2 1.68e-06 -3.012e-06 480000 0 0
0.8 0.2 1.92e-06 -3.912e-06 480000 0 0
0.9 0.2 2.16e-06 -4.932e-06 480000 0 0
1 0.2 2.4e-06 -6.072e-06 480000 0 0
1.1 0.2 2.64e-06 -7.332e-06 480000 0 0
1.2 0.2 2.88e-06 -8.712e-06 480000 0 0
1.3 0.2 3.12e-06 -1.0212e-05 480000 0 0
1.4 0.2 3.36e-06 -1.1832e-05 480000 0 0
1.5 0.2 3.6e-06 -1.3572e-05 480000 0 0
1.6 0.2 3.84e-06 -1.5432e-05 480000 0 0
1.7 0.2 4.08e-06 -1.7412e-05 480000 0 0
1.8 0.2 4.32e-06 -1.9512e-05 480000 0 0
1.9 0.2 4.56e-06 -2.1732e-05 480000 0 0
2 0.2 4.8e-06 -2.4072e-05 480000 0 0
0 0.3 0 -1.62e-07 720000 0 0
0.1 0.3 3.6e-07 -2.22e-07 720000 0 0
0.2 0.3 7.2e-07 -4.02e-07 720000 0 0
0.3 0.3 1.08e-06 -7.02e-07 720000 0 0
0.4 0.3 1.44e-06 -1.122e-06 720000 0 0
0.5 0.3 1.8e-06 -1.662e-06 720000 0 0
0.6 0.3 2.16e-06 -2.322e-06 720000 0 0
0.7 0.3 2.52e-06 -3.102e-06 720000 0 0
0.8 0.3 2.88e-06 -4.002e-06 720000 0 0
0.9 0.3 3.24e-06 -5.022e-06 720000 0 0
1 0.3 3.6e-06 -6.162e-06 720000 0 0
1.1 0.3 3.96e-06 -7.422e-06 720000 0 0
1.2 0.3 4.32e-06 -8.802e-06 720000 0 0
1.3 0.3 4.68e-06 -1.0302e-05 720000 0 0
1.4 0.3 5.04e-06 -1.1922e-05 720000 0 0
1.5 0.3 5.4e-06 -1.3662e-05 720000 0 0
1.6 0.3 5.76e-06 -1.5522e-05 720000 0 0
1.7 0.3 6.12e-06 -1.7502e-05 720000 0 0
1.8 0.3 6.48e-06 -1.9602e-05 720000 0 0
1.9 0.3 6.84e-06 -2.1822e-05 720000 0 0
2 0.3 7.2e-06 -2.4162e-05 720000 0 0
0 0.4 0 -2.88e-07 960000 0 0
0.1 0.4 4.8e-07 -3.48e-07 960000 0 0
0.2 0.4 9.6e-07 -5.28e-07 960000 0 0
0.3 0.4 1.44e-06 -8.28e-07 960000 0 0
0.4 0.4 1.92e-06 -1.248e-06 960000 0 0
0.5 0.4 2.4e-06 -1.788e-06 960000 0 0
0.6 0.4 2.88e-06 -2.448e-06 960000 0 0
0.7 0.4 3.36e-06 -3.228e-06 960000 0 0
0.8 0.4 3.84e-06 -4.128e-06 960000 0 0
0.9 0.4 4.32e-06 -5.148e-06 960000 0 0
1 0.4 4.8e-06 -6.288e-06 960000 0 0
1.1 0.4 5.28e-06 -7.548e-06 960000 0 0
1.2 0.4 5.76e-06 -8.928e-06 960000 0 0
1.3 0.4 6.24e-06 -1.0428e-05 960000 0 0
1.4 0.4 6.72e-06 -1.2048e-05 960000 0 0
1.5 0.4 7.2e-06 -1.3788e-05 960000 0 0
1.6 0.4 7.68e-06 -1.5648e-05 960000 0 0
1.7 0.4 8.16e-06 -1.7628e-05 960000 0 0
1.8 0.4 8.64e-06 -1.9728e-05 960000 0 0
1.9 0.4 9.12e-06 -2.1948e-05 960000 0 0
2 0.4 9.6e-06 -2.4288e-05 960000 0 0
0 0.5 0 -4.5e-07 1.2e+06 0 0
0.1 0.5 6e-07 -5.1e-07 1.2e+06 0 0
0.2 0.5 1.2e-06 -6.9e-07 1.2e+06 0 0
0.3 0.5 1.8e-06 -9.9e-07 1.2e+06 0 0
0.4 0.5 2.4e-06 -1.41e-06 1.2e+06 0 0
0.5 0.5 3e-06 -1.95e-06 1.2e+06 0 0
0.6 0.5 3.6e-06 -2.61e-06 1.2e+06 0 0
0.7 0.5 4.2e-06 -3.39e-06 1.2e+06 0 0
0.8 0.5 4.8e-06 -4.29e-06 1.2e+06 0 0
0.9 0.5 5.4e-06 -5.31e-06 1.2e+06 0 0
1 0.5 6e-06 -6.45e-06 1.2e+06 0 0
1.1 0.5 6.6e-06 -7.71e-06 1.2e+06 0 0
1.2 0.5 7.2e-06 -9.09e-06 1.2e+06 0 0
1.3 0.5 7.8e-06 -1.059e-05 1.2e+06 0 0
1.4 0.5 8.4e-06 -1.221e-05 1.2e+06 0 0
1.5 0.5 9e-06 -1.395e-05 1.2e+06 0 0
1.6 0.5 9.6e-06 -1.581e-05 1.2e+06 0 0
1.7 0.5 1.02e-05 -1.779e-05 1.2e+06 0 0
1.8 0.5 1.08e-05 -1.989e-05 1.2e+06 0 0
1.9 0.5 1.14e-05 -2.211e-05 1.2e+06 0 0
2 0.5 1.2e-05 -2.445e-05 1.2e+06 0 0
