231
0 -0.5 1 -1 0 0.1 2 1 1 0 0 0 0 0 -4.5e-07 0 0 0 0 0 0 0 0
0.1 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.2 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.3 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.4 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.6 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.7 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.8 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.1 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.2 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.3 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.4 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.5 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.6 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.7 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.8 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.9 -0.5 1 0 -1 0.1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 -0.5 1 1 0 0.1 2 0 0 -1.2e+06 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -0.4 1 -1 0 0.1 3 1 1 0 0 0 0 0 -2.88e-07 0 0 0 0 0 0 0 0
0.1 -0.4 0 0 0 0.1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.2 -0.4 0 0 0 0.1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.3 -0.4 0 0 0 0.1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.4 -0.4 0 0 0 0.1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5 -0.4 0 0 0 0.1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.6 -0.4 0 0 0 0.1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
