VARIABLES="X""Y"
0.5 0
0.498292 0.0412897
0.493181 0.0822973
0.4847 0.122743
0.472909 0.16235
0.457887 0.200848
0.439737 0.237974
0.418583 0.273474
0.39457 0.307106
0.367862 0.338641
0.338641 0.367862
0.307106 0.39457
0.273474 0.418583
0.237974 0.439737
0.200848 0.457887
0.16235 0.472909
0.122743 0.4847
0.0822973 0.493181
0.0412897 0.498292
1.33974e-08 0.5
0.55 0
0.548462 0.0411016
0.543857 0.0819732
0.53621 0.122387
0.525565 0.162115
0.511981 0.200938
0.495533 0.238636
0.476314 0.275
0.454431 0.309826
0.430007 0.342919
0.403179 0.374095
0.374095 0.403179
0.342919 0.430007
0.309826 0.454431
0.275 0.476314
0.238636 0.495533
0.200938 0.511981
0.162115 0.525565
0.122387 0.53621
0.0819733 0.543857
0.0411016 0.548462
1.47372e-08 0.55
0.6 0
0.598601 0.0409454
0.594412 0.0817
0.58745 0.122074
0.57775 0.161878
0.565357 0.200928
0.550327 0.239041
0.532731 0.276039
0.512652 0.31175
0.490182 0.346008
0.465427 0.378653
0.438502 0.409532
0.409532 0.438502
0.378653 0.465427
0.346008 0.490182
0.31175 0.512652
0.276039 0.532731
0.239041 0.550327
0.200928 0.565357
0.161878 0.57775
0.122074 0.58745
0.0817 0.594412
0.0409455 0.598601
1.60769e-08 0.6
0.65 0
0.648717 0.0408138
0.644875 0.0814666
0.638487 0.121798
0.629579 0.161648
0.618187 0.200861
0.604355 0.239281
0.588138 0.276757
0.569599 0.31314
0.548813 0.348287
0.525861 0.38206
0.500834 0.414326
0.47383 0.444956
0.444956 0.47383
0.414326 0.500834
0.38206 0.525861
0.348287 0.548813
0.31314 0.569599
0.276757 0.588138
0.239281 0.604355
0.200861 0.618187
0.161648 0.629579
0.121798 0.638487
0.0814666 0.644875
0.0408139 0.648717
1.74167e-08 0.65
0.7 0
0.698816 0.0407014
0.695267 0.081265
0.689365 0.121554
0.681131 0.161431
0.670593 0.200762
0.657785 0.239414
0.642751 0.277256
0.625543 0.314159
0.606218 0.35
0.584841 0.384656
0.561486 0.418011
0.536231 0.449951
0.509162 0.480369
0.480369 0.509162
0.449951 0.536231
0.418011 0.561486
0.384656 0.584841
0.35 0.606218
0.314159 0.625543
0.277256 0.642751
0.239414 0.657785
0.200762 0.670593
0.161431 0.681131
0.121554 0.689365
0.0812651 0.695267
0.0407014 0.698816
1.87564e-08 0.7
0.75 0
0.7489 0.0406042
0.745603 0.0810893
0.74012 0.121336
0.732465 0.161228
0.722662 0.200646
0.71074 0.239476
0.696733 0.277604
0.680682 0.314917
0.662634 0.351306
0.642643 0.386665
0.620767 0.42089
0.59707 0.453881
0.571622 0.48554
0.544497 0.515775
