VARIABLES="X""Y"
0.515775 0.544497
0.48554 0.571622
0.453881 0.59707
0.42089 0.620767
0.386665 0.642643
0.351306 0.662634
0.314917 0.680682
0.277604 0.696733
0.239476 0.71074
0.200646 0.722662
0.161228 0.732465
0.121337 0.74012
0.0810893 0.745603
0.0406042 0.7489
2.00962e-08 0.75
0.8 0
0.798973 0.0405193
0.795895 0.0809347
0.790775 0.121142
0.783624 0.161039
0.774462 0.200522
0.763311 0.23949
0.750202 0.277844
0.735166 0.315485
0.718244 0.352315
0.699477 0.388242
0.678915 0.423171
0.656611 0.457015
0.632621 0.489685
0.607007 0.521098
0.579834 0.551174
0.551174 0.579834
0.521098 0.607006
0.489685 0.632621
0.457015 0.656611
0.423171 0.678915
0.388242 0.699477
0.352315 0.718244
0.315485 0.735166
0.277844 0.750202
0.239491 0.763311
0.200522 0.774462
0.161039 0.783624
0.121142 0.790775
0.0809347 0.795895
0.0405194 0.798973
2.14359e-08 0.8
0.85 0
0.849037 0.0404446
0.846151 0.0807976
0.841348 0.120968
0.834639 0.160864
0.82604 0.200395
0.815569 0.239473
0.803251 0.278008
0.789113 0.315913
0.773187 0.353103
0.75551 0.389493
0.736122 0.425
0.715066 0.459545
0.69239 0.493048
0.668145 0.525435
0.642387 0.556632
0.615174 0.586567
0.586567 0.615174
0.556632 0.642387
0.525435 0.668145
0.493048 0.69239
0.459545 0.715065
0.425 0.736122
0.389493 0.75551
0.353103 0.773187
0.315913 0.789113
0.278008 0.803251
0.239473 0.815569
0.200395 0.82604
0.160864 0.834639
0.120968 0.841348
0.0807977 0.846151
0.0404447 0.849037
2.27757e-08 0.85
0.9 0
0.899094 0.0403783
0.896377 0.0806754
0.891855 0.12081
0.885537 0.160701
0.877435 0.200269
0.867567 0.239433
0.855951 0.278115
0.842611 0.316237
0.827575 0.353723
0.810872 0.390495
0.792536 0.426482
0.772604 0.461609
0.751116 0.495807
0.728115 0.529007
0.703648 0.561141
0.677764 0.592145
0.650515 0.621956
0.621956 0.650515
0.592145 0.677764
0.561141 0.703648
0.529007 0.728115
0.495807 0.751116
0.461609 0.772604
0.426482 0.792536
0.390495 0.810872
0.353723 0.827575
0.316237 0.842611
0.278115 0.855951
0.239433 0.867567
0.200269 0.877435
0.160701 0.885537
0.12081 0.891855
0.0806754 0.896377
0.0403784 0.899094
2.41154e-08 0.9
0.95 0
0.949144 0.0403191
0.946578 0.0805656
0.942305 0.120667
0.936335 0.160551
0.928677 0.200145
0.919346 0.239379
0.908358 0.278182
0.895734 0.316483
0.881495 0.354214
0.865667 0.391306
0.84828 0.427694
0.829363 0.46331
0.808953 0.498092
0.787084 0.531976
0.763797 0.564902
0.739134 0.596809
0.713139 0.627641
0.685858 0.657342
0.657342 0.685858
0.627641 0.713139
0.596809 0.739134
0.564902 0.763797
0.531976 0.787084
0.498092 0.808953
0.46331 0.829363
0.427694 0.84828
0.391306 0.865667
0.354214 0.881495
0.316483 0.895734
0.278182 0.908358
0.239379 0.919346
0.200145 0.928677
0.160551 0.936335
0.120667 0.942305
0.0805657 0.946578
0.0403192 0.949144
2.54552e-08 0.95
1 0
0.999189 0.0402659
0.996757 0.0804666
0.992709 0.120537
0.98705 0.160411
0.979791 0.200026
0.970942 0.239316
0.960518 0.278217
0.948536 0.316668
0.935016 0.354605
0.919979 0.391967
0.90345 0.428693
0.885456 0.464723
0.866025 0.5
0.84519 0.534466
0.822984 0.568065
0.799443 0.600742
0.774605 0.632445
0.748511 0.663123
0.721202 0.692724
0.692724 0.721202
0.663123 0.748511
0.632445 0.774605
0.600742 0.799443
0.568065 0.822984
0.534466 0.84519
0.5 0.866025
0.464723 0.885456
0.428693 0.90345
0.391967 0.919979
0.354605 0.935016
0.316668 0.948536
0.278217 0.960518
0.239316 0.970942
0.200026 0.979791
0.160411 0.98705
0.120537 0.992709
0.0804666 0.996757
0.040266 0.999189
2.67949e-08 1
