VARIABLES="X""Y""dispX""dispY""sigmaxx""sigmayy""sigmaxy"
0.5 0 9.83333e-08 0 -20000 33333.3 -0
0.498292 0.0412897 9.79975e-08 8.1203e-09 -19636.3 32969.6 -4389.19
0.493181 0.0822973 9.69922e-08 1.61851e-08 -18555.1 31888.5 -8658.65
0.4847 0.122743 9.53244e-08 2.41394e-08 -16786 30119.3 -12691.9
0.472909 0.16235 9.30054e-08 3.19288e-08 -14377.1 27710.4 -16379
0.457887 0.200848 9.0051e-08 3.95e-08 -11394.2 24727.5 -19619.3
0.439737 0.237974 8.64816e-08 4.68015e-08 -7918.62 21252 -22324.4
0.418583 0.273474 8.23214e-08 5.37832e-08 -4045.21 17378.5 -24420.6
0.39457 0.307106 7.75988e-08 6.03976e-08 120.386 13212.9 -25850.7
0.367862 0.338641 7.23462e-08 6.65994e-08 4464.55 8868.78 -26575.6
0.338641 0.367862 6.65994e-08 7.23462e-08 8868.78 4464.55 -26575.6
0.307106 0.39457 6.03976e-08 7.75988e-08 13212.9 120.388 -25850.7
0.273474 0.418583 5.37832e-08 8.23214e-08 17378.5 -4045.21 -24420.6
0.237974 0.439737 4.68015e-08 8.64816e-08 21252 -7918.62 -22324.4
0.200848 0.457887 3.95001e-08 9.0051e-08 24727.5 -11394.2 -19619.3
0.16235 0.472909 3.19288e-08 9.30054e-08 27710.4 -14377.1 -16379
0.122743 0.4847 2.41394e-08 9.53244e-08 30119.3 -16786 -12691.9
0.0822973 0.493181 1.61851e-08 9.69922e-08 31888.5 -18555.1 -8658.65
0.0412897 0.498292 8.1203e-09 9.79975e-08 32969.6 -19636.3 -4389.19
0 0.5 0 9.83333e-08 33333.3 -20000 -0
0.55 0 9.16212e-08 0 -15371.9 28705.2 -0
0.548462 0.0411016 9.1365e-08 6.84686e-09 -15125.7 28459.1 -3284.68
0.543857 0.0819732 9.05979e-08 1.36554e-08 -14392.8 27726.1 -6495.98
0.53621 0.122387 8.93241e-08 2.03876e-08 -13189.4 26522.7 -9562.18
0.525565 0.162115 8.75507e-08 2.70058e-08 -11542.5 24875.8 -12414.8
