VARIABLES="X""dispX""dispY""sigmaxx""sigmayy""sigmaxy"
0.5 9.83333e-08 0 -20000 33333.3 -0
0.55 9.16212e-08 0 -15371.9 28705.2 -0
0.6 8.62222e-08 0 -11851.9 25185.2 -0
0.65 8.18333e-08 0 -9112.43 22445.8 -0
0.7 7.82381e-08 0 -6938.78 20272.1 -0
0.75 7.52778e-08 0 -5185.19 18518.5 -0
0.8 7.28333e-08 0 -3750 17083.3 -0
0.85 7.08137e-08 0 -2560.55 15893.9 -0
0.9 6.91481e-08 0 -1563.79 14897.1 -0
0.95 6.77807e-08 0 -720.222 14053.6 -0
1 6.66667e-08 0 0 13333.3 -0
