330
0.5 0 1 -1 -0 0.06 2 0 1 20000 0 0 0 0 0 0 0 0 0 0 0 0 0
0.498292 0.0412897 1 -0.996584 -0.0825793 0.06 3 0 0 19931.7 1651.59 0 0 0 0 0 0 0 0 0 0 0 0
0.493181 0.0822973 1 -0.986361 -0.164595 0.06 4 0 0 19727.2 3291.89 0 0 0 0 0 0 0 0 0 0 0 0
0.4847 0.122743 1 -0.9694 -0.245485 0.06 4 0 0 19388 4909.71 0 0 0 0 0 0 0 0 0 0 0 0
0.472909 0.16235 1 -0.945817 -0.324699 0.06 4 0 0 18916.3 6493.99 0 0 0 0 0 0 0 0 0 0 0 0
0.457887 0.200848 1 -0.915773 -0.401695 0.06 4 0 0 18315.5 8033.91 0 0 0 0 0 0 0 0 0 0 0 0
0.439737 0.237974 1 -0.879474 -0.475947 0.06 4 0 0 17589.5 9518.95 0 0 0 0 0 0 0 0 0 0 0 0
0.418583 0.273474 1 -0.837166 -0.546948 0.06 4 0 0 16743.3 10939 0 0 0 0 0 0 0 0 0 0 0 0
0.39457 0.307106 1 -0.789141 -0.614213 0.06 4 0 0 15782.8 12284.3 0 0 0 0 0 0 0 0 0 0 0 0
0.367862 0.338641 1 -0.735724 -0.677282 0.06 3 0 0 14714.5 13545.6 0 0 0 0 0 0 0 0 0 0 0 0
0.338641 0.367862 1 -0.677282 -0.735724 0.06 3 0 0 13545.6 14714.5 0 0 0 0 0 0 0 0 0 0 0 0
0.307106 0.39457 1 -0.614213 -0.78914 0.06 4 0 0 12284.3 15782.8 0 0 0 0 0 0 0 0 0 0 0 0
0.273474 0.418583 1 -0.546948 -0.837166 0.06 4 0 0 10939 16743.3 0 0 0 0 0 0 0 0 0 0 0 0
0.237974 0.439737 1 -0.475947 -0.879474 0.06 4 0 0 9518.95 17589.5 0 0 0 0 0 0 0 0 0 0 0 0
0.200848 0.457887 1 -0.401695 -0.915773 0.06 4 0 0 8033.91 18315.5 0 0 0 0 0 0 0 0 0 0 0 0
0.16235 0.472909 1 -0.324699 -0.945817 0.06 4 0 0 6493.99 18916.3 0 0 0 0 0 0 0 0 0 0 0 0
0.122743 0.4847 1 -0.245486 -0.9694 0.06 4 0 0 4909.71 19388 0 0 0 0 0 0 0 0 0 0 0 0
0.0822973 0.493181 1 -0.164595 -0.986361 0.06 4 0 0 3291.89 19727.2 0 0 0 0 0 0 0 0 0 0 0 0
0.0412897 0.498292 1 -0.0825794 -0.996584 0.06 3 0 0 1651.59 19931.7 0 0 0 0 0 0 0 0 0 0 0 0
0 0.5 1 -0 -1 0.06 2 1 0 0 20000 0 0 0 0 0 0 0 0 0 0 0 0
0.55 0 1 0 -1 0.06 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.548462 0.0411016 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.543857 0.0819732 0 0 0 0.06 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.53621 0.122387 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.525565 0.162115 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.511981 0.200938 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.495533 0.238636 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.476314 0.275 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.454431 0.309826 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.430007 0.342919 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.403179 0.374095 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.374095 0.403179 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.342919 0.430007 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.309826 0.454431 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.275 0.476314 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.238636 0.495533 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.200938 0.511981 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.162115 0.525565 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.122387 0.53621 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0819733 0.543857 0 0 0 0.06 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0411016 0.548462 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0.55 1 -1 0 0.06 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.6 0 1 0 -1 0.06 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.598601 0.0409454 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.594412 0.0817 0 0 0 0.06 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.58745 0.122074 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.57775 0.161878 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.565357 0.200928 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.550327 0.239041 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.532731 0.276039 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.512652 0.31175 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.490182 0.346008 0 0 0 0.06 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.465427 0.378653 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.438502 0.409532 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.409532 0.438502 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.378653 0.465427 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.346008 0.490182 0 0 0 0.06 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.31175 0.512652 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.276039 0.532731 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.239041 0.550327 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.200928 0.565357 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.161878 0.57775 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.122074 0.58745 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0817 0.594412 0 0 0 0.06 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0409455 0.598601 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0.6 1 -1 0 0.06 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.65 0 1 0 -1 0.06 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.648717 0.0408138 0 0 0 0.06 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.644875 0.0814666 0 0 0 0.06 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.638487 0.121798 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.629579 0.161648 0 0 0 0.06 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
